age,educational-num,capital-gain,capital-loss,hours-per-week,workclass
47,6,0,0,40,Private
48,10,0,0,40,Private
32,13,0,0,40,Private
31,13,0,0,40,Private
33,14,0,0,30,State-gov
27,9,0,0,50,Self-emp-not-inc
44,9,0,0,40,Private
44,10,7298,0,45,Private
37,10,0,0,40,Private
34,9,0,0,40,Private
51,10,0,0,40,Federal-gov
51,14,0,0,40,Private
25,13,0,0,60,Local-gov
25,13,0,0,24,Private
29,13,0,0,50,Federal-gov
36,9,0,0,70,Self-emp-not-inc
55,9,0,0,40,Private
39,13,0,0,40,Private
31,6,0,0,40,Private
31,15,0,0,40,Private
51,11,0,0,40,Self-emp-inc
30,11,2463,0,40,Private
62,9,0,0,32,Private
37,13,99999,0,60,Private
30,13,7688,0,50,Self-emp-inc
27,13,0,0,52,Private
32,13,7298,0,45,Private
23,10,0,0,30,Private
35,5,0,0,50,Self-emp-not-inc
46,12,0,0,36,Private
45,13,0,0,50,Self-emp-inc
27,9,0,0,40,Private
46,9,0,0,40,Private
22,7,0,0,20,Private
37,10,0,0,30,State-gov
42,10,0,0,40,Private
45,9,0,0,40,Private
33,11,0,0,40,State-gov
46,11,0,0,40,Private
24,9,0,0,50,Private
56,9,0,0,40,Private
34,10,0,0,12,Private
50,9,0,0,40,Private
48,13,0,0,50,Self-emp-inc
45,7,0,0,36,Private
55,11,5178,0,50,Private
41,10,0,0,40,State-gov
66,10,0,0,24,Private
29,10,0,1408,40,Federal-gov
37,10,5013,0,40,Private
61,12,15024,0,40,Private
64,13,27828,0,50,Private
35,9,0,0,35,Private
22,10,0,0,40,Private
58,4,2936,0,50,Private
58,10,0,0,45,Private
24,9,0,0,48,Private
34,10,0,0,6,Private
33,14,0,0,50,Local-gov
33,9,0,0,60,Self-emp-not-inc
17,7,0,0,15,Private
27,13,0,0,40,Private
20,10,0,0,20,Self-emp-inc
52,13,0,1755,40,Private
30,4,0,0,40,Private
22,13,0,0,40,Private
20,12,0,0,40,Private
49,14,15024,0,50,Private
46,9,0,0,80,Federal-gov
17,6,0,0,20,Private
45,2,0,0,40,Private
27,13,0,0,40,Private
45,11,0,0,30,Self-emp-inc
26,9,0,0,78,Self-emp-inc
23,12,0,1974,20,Private
44,13,0,0,45,Local-gov
36,13,0,1741,40,Private
35,5,0,0,40,Private
56,13,0,0,40,Private
47,14,0,0,40,Private
32,13,0,0,50,Private
29,13,3325,0,10,Private
35,13,0,0,50,Self-emp-inc
37,9,0,0,68,Private
36,11,3908,0,75,Self-emp-not-inc
33,9,0,0,45,Private
34,9,0,0,50,Private
24,10,0,0,40,Private
25,9,0,0,40,Private
31,9,0,0,45,Self-emp-inc
38,11,0,0,40,Private
30,13,0,0,40,Private
35,9,0,0,32,Private
34,13,0,0,40,Private
46,9,0,0,40,Private
19,10,0,0,16,Local-gov
26,12,0,0,15,Private
28,10,0,0,40,Private
47,10,0,0,40,Private
49,14,0,0,40,Local-gov
33,15,0,1887,40,Self-emp-not-inc
44,13,0,0,40,Private
30,9,0,0,40,Private
18,10,0,0,16,Private
60,9,3103,0,60,Self-emp-not-inc
44,14,14084,0,56,Private
43,10,0,0,40,State-gov
35,8,0,0,20,Private
58,9,0,0,72,Self-emp-not-inc
32,13,0,0,40,Private
40,9,0,0,35,Private
32,9,0,0,40,Private
21,10,0,1721,35,Private
44,9,0,0,25,Private
33,13,0,1902,45,Private
25,10,0,0,40,Private
42,9,0,0,40,Private
27,9,0,0,40,Private
33,13,0,0,40,State-gov
50,10,0,0,55,Self-emp-not-inc
50,14,7688,0,50,Private
46,11,0,0,60,Private
22,12,0,0,35,Private
66,15,20051,0,55,State-gov
52,9,0,0,45,Private
57,2,0,1602,45,Self-emp-not-inc
41,11,0,0,40,Self-emp-not-inc
42,9,0,1579,42,Private
19,8,0,0,30,Private
45,13,0,0,60,Local-gov
51,8,0,0,99,Self-emp-not-inc
45,13,0,0,30,Self-emp-not-inc
48,10,0,0,50,Private
60,10,7298,0,40,Federal-gov
42,9,0,0,40,Private
19,10,0,0,10,State-gov
39,9,0,0,70,Self-emp-not-inc
46,9,0,0,50,Private
58,9,3908,0,40,Local-gov
36,10,0,0,45,Private
21,9,0,0,35,Private
41,15,0,0,40,Private
17,7,0,0,20,Private
29,9,0,0,40,Private
52,10,0,0,60,Private
33,12,0,0,40,Private
38,14,0,0,35,Private
42,13,0,0,40,Private
24,12,0,0,30,State-gov
59,10,0,0,60,Private
36,13,0,2415,45,Private
54,10,7688,0,40,Private
39,13,15024,0,50,Private
42,9,0,0,96,Self-emp-not-inc
54,13,0,0,50,Self-emp-not-inc
50,9,0,0,40,Private
42,11,0,0,45,Private
48,13,7688,0,40,Federal-gov
31,13,0,0,30,Private
56,9,0,0,45,Private
28,12,0,0,40,Local-gov
34,9,0,0,45,Private
28,9,0,0,40,Private
44,10,0,1887,60,Private
34,12,0,0,65,Private
26,14,0,0,55,Private
37,13,0,2824,40,Private
25,11,0,0,40,Private
48,10,0,0,40,Self-emp-not-inc
47,10,0,0,40,Private
17,7,0,0,20,Private
44,3,0,0,40,Private
46,10,0,0,40,Local-gov
42,10,0,0,40,Federal-gov
33,13,0,0,50,Self-emp-not-inc
61,9,0,0,40,Private
47,13,0,0,40,Private
35,13,8614,0,45,Private
62,6,0,0,40,Private
62,13,0,0,40,Self-emp-not-inc
38,15,99999,0,60,Private
33,13,0,0,40,Private
39,13,0,0,42,Local-gov
17,7,0,0,10,Private
58,10,0,0,40,Private
35,13,0,0,50,Self-emp-inc
34,9,4064,0,50,Local-gov
32,10,0,0,40,Private
19,9,0,0,40,Self-emp-inc
41,9,0,0,40,Private
24,9,0,0,40,Private
48,13,0,0,40,Local-gov
32,10,0,0,30,Private
47,9,0,0,35,Local-gov
38,15,0,0,40,Private
18,9,0,0,40,Private
25,9,0,0,40,Private
36,13,0,0,32,Private
40,11,0,0,20,Private
56,7,0,0,20,Self-emp-not-inc
50,11,0,0,40,Private
55,9,6418,0,50,Private
32,9,0,0,40,Local-gov
41,11,0,0,43,Private
28,10,0,0,52,Private
53,10,0,0,55,Private
60,13,5455,0,55,Local-gov
21,10,0,0,20,Private
29,9,0,0,40,Private
73,10,0,2174,50,Private
43,13,0,0,45,Self-emp-inc
45,10,0,0,45,Private
36,9,0,0,40,Private
25,9,0,0,50,Private
38,10,0,0,40,Private
30,10,0,0,40,Local-gov
49,10,7298,0,40,Private
41,9,0,0,40,Local-gov
27,10,0,0,40,Private
64,10,0,0,20,Private
41,9,0,0,45,Self-emp-not-inc
37,13,0,1887,47,Private
51,3,0,0,40,Private
35,10,7443,0,40,Private
61,2,0,0,40,Local-gov
52,4,0,0,16,Private
40,12,0,0,60,Private
20,9,0,0,40,Private
52,14,0,0,40,Local-gov
50,10,0,0,40,Private
49,13,0,0,40,Private
36,13,0,0,40,State-gov
33,14,0,0,40,Private
40,9,0,0,50,Private
45,13,0,0,50,Private
22,10,0,0,35,Private
47,14,0,0,2,Private
24,9,0,0,30,Private
19,10,0,0,30,Private
40,9,0,0,40,Private
40,10,0,0,50,Private
54,9,15024,0,50,Private
43,15,0,0,35,Self-emp-not-inc
63,13,0,0,40,Local-gov
18,7,0,0,20,Private
19,2,0,0,40,Private
49,9,0,0,45,Self-emp-not-inc
27,14,0,0,45,Private
49,14,0,0,40,Local-gov
60,9,0,0,50,Private
34,9,0,0,40,Private
29,13,0,0,46,Private
30,10,0,0,44,Private
46,9,0,0,17,Private
32,11,0,0,40,Self-emp-not-inc
25,9,0,0,75,Private
22,10,0,0,40,Private
32,10,0,0,50,Private
40,16,0,0,30,Private
51,14,27828,0,40,Private
20,9,0,0,30,Private
34,9,0,0,48,Private
40,10,0,0,50,Private
34,11,0,0,40,State-gov
19,6,0,0,25,Private
53,6,0,0,40,Private
42,10,0,0,40,Federal-gov
38,14,0,0,65,Private
41,9,0,0,60,Private
30,10,0,0,40,State-gov
20,7,0,0,40,Private
19,9,0,0,30,Private
20,9,0,0,60,Private
35,13,0,0,45,Private
33,9,0,0,40,Self-emp-not-inc
43,10,0,1902,15,Self-emp-not-inc
38,10,0,0,38,Federal-gov
50,10,0,0,30,Self-emp-not-inc
23,9,0,0,10,Private
30,10,0,0,10,Local-gov
33,13,0,0,40,Private
48,9,0,0,40,Private
43,13,0,0,24,Private
33,10,0,0,40,Private
50,14,0,0,45,Local-gov
23,10,0,0,40,Private
36,10,0,0,50,Local-gov
50,9,0,0,46,State-gov
26,9,0,0,20,Private
55,14,0,2267,40,Local-gov
37,9,0,0,40,Private
43,9,0,0,40,Private
38,10,0,0,40,Self-emp-not-inc
42,4,0,0,30,Private
47,16,0,2002,45,Self-emp-not-inc
44,13,0,0,40,Private
28,9,0,0,40,Self-emp-not-inc
51,10,0,0,40,Private
51,9,0,0,40,Private
49,13,0,0,40,Private
62,16,15024,0,50,Private
31,10,0,0,40,Private
29,7,2829,0,14,Private
23,10,0,0,30,Private
40,10,0,0,40,State-gov
66,4,0,0,50,Self-emp-inc
17,7,0,0,20,Private
37,10,0,0,40,Private
69,15,0,0,3,Private
23,13,0,0,40,Private
38,9,0,0,42,Federal-gov
37,9,0,0,40,Federal-gov
38,10,0,0,40,Private
38,5,0,0,54,Private
37,13,0,0,40,State-gov
37,9,0,0,50,Self-emp-inc
23,5,0,0,70,Private
17,6,0,0,15,Private
48,13,0,0,35,Private
17,7,0,0,23,Private
55,14,0,1977,60,Private
35,10,0,0,40,Private
35,13,0,0,45,Self-emp-not-inc
53,13,0,0,60,Private
43,9,0,0,48,Private
36,14,0,0,40,Private
24,9,0,0,40,Private
45,10,0,0,48,Private
34,10,0,2057,40,Private
56,9,0,0,38,Private
36,9,0,0,45,Private
22,10,0,0,50,Private
33,9,0,0,36,Private
48,9,0,0,32,Private
20,10,0,0,30,Private
64,12,0,1887,50,Self-emp-inc
47,7,0,0,40,Private
20,10,0,0,25,Private
44,13,0,0,40,Federal-gov
45,13,0,0,77,Self-emp-not-inc
45,9,5178,0,40,Local-gov
45,14,0,0,37,Local-gov
27,13,0,0,40,State-gov
41,9,0,0,72,Private
20,9,0,0,55,Private
17,6,0,1602,10,Private
50,9,0,0,40,Private
31,14,0,0,40,State-gov
49,9,0,0,30,Self-emp-not-inc
44,14,0,0,40,Private
49,9,0,0,50,Private
28,13,0,0,52,Local-gov
43,10,4386,0,99,Local-gov
33,12,0,0,40,Private
35,10,0,0,55,Private
17,7,0,0,20,Private
25,9,0,0,40,Private
41,9,0,0,40,Private
30,14,0,0,45,Private
48,11,0,0,56,Private
61,10,0,0,35,Local-gov
41,9,0,0,40,Private
36,9,0,0,50,Private
24,10,0,0,40,Local-gov
27,9,0,0,40,Private
18,7,0,0,2,Private
20,10,0,0,15,Private
18,10,0,0,12,Private
23,9,0,0,40,Private
43,14,0,1887,45,State-gov
38,10,0,0,40,State-gov
36,10,0,0,40,Private
28,13,0,0,50,Self-emp-not-inc
51,16,15024,0,84,Private
35,13,0,0,40,Private
38,13,0,0,60,State-gov
47,10,0,0,40,Federal-gov
26,7,0,0,40,Private
31,10,0,0,40,State-gov
46,10,0,0,35,Private
49,10,0,0,40,Private
19,9,0,0,30,Private
45,10,0,0,50,Self-emp-inc
46,13,7688,0,45,Private
70,10,0,0,20,Self-emp-not-inc
19,10,0,0,20,Private
46,11,0,0,50,Private
20,10,0,0,35,Private
17,7,0,0,22,Private
43,10,0,0,49,Private
19,10,0,0,15,Private
37,9,0,0,40,Private
51,9,0,0,40,Private
40,13,0,0,40,Local-gov
24,10,0,0,60,Private
31,12,0,0,40,Private
59,11,5178,0,50,Private
27,9,0,0,40,Private
40,13,15024,0,99,Private
30,9,0,0,40,Self-emp-not-inc
28,12,0,0,32,Private
25,9,0,0,50,Private
22,13,0,0,20,Private
21,10,0,0,40,State-gov
35,13,0,0,60,Self-emp-inc
54,9,0,0,56,Local-gov
36,9,0,0,40,Private
29,13,0,0,40,Private
32,9,0,1380,40,Federal-gov
55,9,0,0,40,Private
56,14,0,0,40,Federal-gov
19,10,0,0,25,Private
36,9,0,2001,40,Private
58,9,0,0,40,Private
35,9,0,0,40,Private
44,6,0,0,40,Private
40,9,0,0,40,Self-emp-inc
18,9,0,0,20,Private
71,9,0,0,35,Self-emp-not-inc
51,9,0,0,57,Federal-gov
20,8,0,0,35,Private
34,11,0,0,40,Private
28,11,0,0,40,Private
23,10,0,0,24,Private
36,10,3137,0,50,Private
42,15,0,0,39,Private
31,13,8614,0,40,Local-gov
38,14,0,0,40,Local-gov
22,9,0,0,40,Private
36,11,0,0,54,Private
36,14,0,1977,50,Private
17,7,0,1719,18,Private
30,10,0,0,40,Federal-gov
35,5,2635,0,30,Self-emp-not-inc
32,14,14084,0,40,Private
42,13,7688,0,40,Private
54,10,0,0,45,Private
36,13,0,1887,35,Private
58,6,0,0,40,Private
39,11,0,0,40,Private
62,9,0,0,38,Local-gov
51,9,0,0,40,Private
52,10,0,0,50,Private
25,9,0,0,30,Private
26,13,0,0,40,Private
26,6,0,0,40,Private
59,13,0,0,40,State-gov
21,9,0,0,50,Private
45,14,0,0,18,Private
26,9,0,0,36,Private
68,6,0,0,20,Self-emp-not-inc
60,9,0,0,40,Private
65,9,0,0,18,Private
41,14,0,0,45,Private
34,9,0,0,50,Private
28,9,0,0,40,Private
40,11,0,0,40,Private
57,14,0,0,60,Private
37,7,0,0,50,Private
34,6,0,0,60,Private
57,13,0,0,48,Federal-gov
55,13,0,1887,40,Private
56,13,0,0,40,Private
32,10,0,0,60,Private
18,10,0,0,15,Private
48,11,0,0,40,Private
41,15,0,0,50,Federal-gov
33,9,0,0,20,Private
33,9,0,0,40,Private
47,3,0,0,40,Private
46,9,15024,0,40,Self-emp-inc
40,9,0,0,38,Private
42,9,0,0,40,Private
31,13,7298,0,55,State-gov
51,7,0,0,40,Private
44,10,0,0,57,Private
37,9,0,0,40,Private
25,7,0,0,40,Private
63,4,7688,0,60,Self-emp-not-inc
52,9,0,0,45,Private
42,10,3325,0,40,Local-gov
28,9,0,0,40,Private
30,14,10520,0,40,Private
34,13,0,0,50,Private
37,12,0,0,40,Federal-gov
31,9,0,0,45,Private
35,10,0,0,35,Private
25,10,0,0,40,Private
38,9,0,0,40,Private
43,9,0,0,60,Self-emp-not-inc
22,10,0,0,40,Private
18,7,0,0,20,Private
26,9,0,0,40,Private
36,9,0,0,60,Private
43,9,0,0,20,Private
21,10,0,0,25,Private
62,10,0,0,40,Federal-gov
26,9,0,0,40,Private
54,13,0,0,40,Self-emp-not-inc
18,7,0,0,20,Private
65,9,0,0,55,Self-emp-not-inc
41,9,3325,0,50,Private
31,5,0,0,20,Private
56,5,0,0,40,Private
50,13,0,0,50,Private
22,13,0,0,35,Private
36,10,0,0,48,Local-gov
48,16,0,0,40,Private
30,9,0,0,30,Private
35,10,0,0,45,Private
37,9,0,0,30,Self-emp-not-inc
56,14,0,0,50,Private
41,12,0,0,40,Private
38,9,0,0,40,State-gov
34,5,0,0,35,Private
54,8,4101,0,40,State-gov
42,11,0,0,40,Private
33,9,0,0,50,Private
21,9,0,0,30,Private
69,6,0,0,10,Local-gov
32,12,0,0,46,Private
50,9,0,0,40,Private
45,9,0,0,40,Private
31,9,0,0,35,Private
24,13,0,0,40,Private
28,13,0,0,60,Private
21,12,0,0,5,Private
43,11,0,0,25,Self-emp-not-inc
22,9,0,0,25,Private
62,9,0,1740,40,Self-emp-not-inc
21,10,0,0,25,Self-emp-not-inc
37,10,0,0,45,Private
34,10,0,0,40,Private
74,13,0,1825,12,Self-emp-not-inc
43,10,0,0,38,Private
25,10,0,0,40,Private
43,7,0,0,40,Private
23,7,0,0,40,Private
33,9,0,0,40,Private
51,13,0,0,35,State-gov
64,13,0,0,40,Private
35,10,0,0,50,Private
69,6,3273,0,45,Self-emp-not-inc
32,13,0,0,48,Private
20,10,0,0,40,Private
66,9,0,0,50,Self-emp-inc
31,10,0,0,40,Private
22,10,0,0,24,Private
32,15,0,0,40,Private
23,12,0,0,40,Private
21,10,0,0,40,Private
36,9,0,0,2,Private
62,4,2829,0,40,Local-gov
24,9,0,0,40,Private
45,10,7298,0,50,Private
27,7,3942,0,40,Private
38,15,0,2415,90,Private
30,10,0,0,30,Private
21,11,0,0,40,Self-emp-not-inc
56,9,0,0,40,Self-emp-not-inc
59,14,4787,0,60,Local-gov
37,10,0,0,40,Self-emp-not-inc
52,10,0,0,40,Private
50,10,0,0,40,Federal-gov
55,13,7298,0,60,Private
55,13,0,0,40,Private
72,10,3471,0,20,Private
39,10,0,0,40,Private
28,8,0,0,40,Private
38,13,0,0,40,Private
44,10,0,1876,55,Private
51,9,0,0,40,Self-emp-not-inc
20,10,0,1719,36,Private
25,10,0,0,45,Private
52,10,0,0,20,Private
45,9,0,0,40,Private
17,7,0,0,12,Private
64,14,0,0,25,Local-gov
34,9,0,1485,40,Private
74,10,0,0,4,Self-emp-not-inc
58,7,14084,0,40,Federal-gov
44,14,0,0,40,Private
23,12,0,0,25,State-gov
23,9,0,0,50,Private
27,11,0,0,36,Private
34,13,0,0,45,Private
18,9,0,0,24,Private
33,7,0,0,17,Private
50,10,0,0,48,Self-emp-not-inc
47,9,0,0,50,Private
50,15,99999,0,55,Self-emp-inc
18,7,0,0,15,Private
49,15,0,1977,60,Local-gov
34,10,0,0,50,Private
51,14,7688,0,45,Private
56,10,0,0,40,State-gov
64,9,0,0,8,Private
23,10,0,0,50,Private
33,10,0,0,40,Private
43,14,0,0,45,Private
60,9,10520,0,40,Federal-gov
57,8,0,0,40,State-gov
22,13,0,0,45,Private
23,13,0,0,40,Private
54,10,0,2415,50,Private
39,9,7688,0,52,Federal-gov
32,14,0,0,40,Self-emp-not-inc
20,10,0,0,15,Private
30,10,0,0,52,Private
56,9,0,0,45,Self-emp-not-inc
34,9,0,0,40,Private
32,9,0,0,40,Private
59,14,0,0,50,Private
19,10,0,0,11,Private
29,9,0,0,42,Private
24,10,0,0,60,Private
41,14,0,0,35,State-gov
23,4,0,0,30,Private
32,9,0,1902,50,Private
18,9,0,0,10,Private
38,9,0,0,30,Private
29,13,0,0,50,Private
25,9,0,0,45,Private
31,15,0,0,55,Private
34,13,0,0,25,Private
34,9,0,1887,45,Private
66,9,0,1825,40,State-gov
41,3,0,0,40,Private
62,4,0,0,20,Private
58,9,0,0,40,Private
40,9,0,0,40,Private
24,13,0,0,40,Private
47,9,0,0,40,Private
19,9,0,0,25,Private
32,10,0,0,45,Private
51,10,0,0,40,State-gov
25,5,0,0,45,Private
22,10,0,0,40,Private
29,13,0,0,50,Private
20,9,0,0,40,Private
42,4,0,0,40,Private
18,9,0,0,20,Private
23,6,0,0,40,Private
55,13,0,0,40,Private
40,9,0,0,40,Private
52,10,0,0,50,Private
37,9,0,0,40,Private
21,10,0,1602,22,Private
35,11,0,0,60,Private
45,10,0,0,48,Private
39,9,0,0,40,Private
54,9,0,0,44,Private
42,4,0,0,40,Private
59,12,0,0,40,Self-emp-inc
42,9,0,0,40,Private
22,10,0,0,20,Private
33,13,0,0,40,Private
39,10,0,0,40,Private
18,7,0,0,70,Self-emp-inc
46,10,0,0,60,Private
24,13,0,0,40,Private
28,11,0,0,30,Private
21,9,0,0,43,State-gov
22,7,0,0,30,Private
61,3,7298,0,40,Private
56,10,0,0,40,Federal-gov
21,10,0,0,20,Private
17,6,0,0,26,Private
28,9,0,0,40,Local-gov
62,9,0,0,38,Private
39,9,2176,0,40,Private
30,9,0,0,40,Local-gov
18,7,0,0,12,Local-gov
54,9,0,0,40,Private
49,10,0,0,40,Private
33,16,0,0,50,State-gov
50,13,0,0,40,Private
57,9,0,0,78,Private
50,9,0,0,40,State-gov
45,13,0,0,40,Private
41,10,0,0,40,Private
23,9,0,0,48,Private
47,9,0,0,40,Private
39,13,0,0,50,Self-emp-not-inc
29,11,0,1887,48,Private
46,9,0,0,40,Private
18,3,0,0,40,Private
68,4,0,0,40,Private
62,11,0,0,40,Private
43,12,0,0,40,Private
35,9,0,0,40,Private
21,9,0,0,40,Private
21,10,0,0,40,State-gov
41,11,0,0,45,Local-gov
61,9,0,0,40,Private
24,9,0,0,50,Private
21,9,0,0,40,Private
36,3,0,0,40,State-gov
37,11,0,0,40,Local-gov
69,8,9386,0,60,Private
49,10,0,0,50,Federal-gov
55,9,0,0,53,Private
21,9,0,0,40,Private
18,6,0,0,40,Private
26,9,0,0,40,Private
46,9,4064,0,55,Private
23,6,0,0,40,Private
48,9,0,0,40,Private
36,9,0,1902,48,Private
42,14,0,0,40,State-gov
41,14,0,0,38,Local-gov
45,12,0,0,40,Private
52,9,3325,0,40,Private
22,13,0,0,18,Local-gov
20,10,2176,0,40,Private
27,9,0,0,43,Private
36,9,0,0,40,Private
34,9,0,0,52,Private
38,14,0,0,50,Private
47,9,0,0,45,Private
21,9,0,0,50,Private
33,9,0,0,40,Private
31,12,0,0,40,Local-gov
61,8,0,0,40,Private
46,6,0,0,45,Private
55,14,0,0,40,Local-gov
19,10,0,0,40,State-gov
39,9,0,0,40,Private
61,9,0,0,40,Private
28,10,0,0,40,Private
28,6,0,0,40,Private
61,9,0,0,37,Private
54,10,0,0,40,Private
50,10,0,0,70,Self-emp-inc
37,14,0,0,45,Local-gov
56,9,0,0,4,Private
31,13,0,0,50,Private
32,13,0,0,55,State-gov
28,7,0,0,40,Private
34,11,0,0,40,Private
33,6,0,0,25,Private
42,11,0,0,35,Private
64,11,0,0,48,Private
29,10,0,0,20,Private
45,10,0,0,40,Private
48,14,0,0,45,Private
44,10,0,0,38,Private
34,10,0,0,40,Federal-gov
40,9,0,0,45,Private
45,9,0,2051,40,Private
23,10,0,0,20,Private
51,13,0,0,55,Private
24,9,2885,0,50,Private
57,13,10520,0,40,Private
23,10,0,1721,40,Private
34,10,0,0,40,Private
36,9,4101,0,40,Private
56,15,0,0,32,Self-emp-inc
42,9,0,0,40,Private
45,13,0,0,60,Self-emp-inc
38,13,15024,0,70,Private
29,11,7688,0,40,Local-gov
54,13,0,1340,40,Private
40,9,0,0,40,Private
29,9,0,0,40,Private
35,13,0,0,40,Federal-gov
47,9,0,0,37,Private
51,11,0,0,43,Private
28,9,0,0,40,Private
58,9,0,0,45,Private
24,9,0,0,25,Private
46,9,0,0,40,State-gov
57,6,0,0,48,Private
22,9,0,0,20,Private
28,13,0,0,30,Private
23,9,0,0,60,Private
19,9,0,0,40,Private
66,9,0,0,35,State-gov
38,10,0,0,55,Private
39,10,0,0,40,Federal-gov
47,9,5178,0,40,Private
39,9,0,0,60,Private
22,10,0,0,40,Private
36,9,0,0,30,Private
32,10,0,0,40,Private
43,13,0,0,40,Local-gov
51,9,0,0,40,Private
42,3,0,0,60,Private
32,8,0,0,40,State-gov
34,10,0,0,40,Private
51,11,0,0,57,Private
38,13,0,0,44,Private
21,9,0,0,20,Private
33,13,0,0,15,Self-emp-not-inc
34,9,0,0,40,Private
32,9,0,0,40,Private
27,9,0,0,60,Self-emp-not-inc
35,10,0,0,50,Self-emp-inc
29,13,0,0,50,State-gov
40,9,0,0,40,Private
46,4,0,0,30,Private
37,9,0,0,30,Private
38,9,3411,0,25,Self-emp-not-inc
37,10,0,1887,60,Private
44,13,0,0,45,Private
25,14,0,0,30,Private
38,9,0,0,42,Private
34,12,0,0,10,Local-gov
50,9,0,1902,60,Self-emp-not-inc
46,10,0,0,50,Private
20,3,0,0,30,Private
47,11,0,0,38,State-gov
46,16,0,0,60,Private
34,12,0,0,40,Private
61,9,0,0,40,Private
55,10,0,0,37,State-gov
36,9,0,0,35,Private
28,10,10520,0,40,Private
22,9,0,0,40,Private
34,10,0,0,35,Private
33,10,0,0,40,Private
27,9,0,0,32,Private
43,14,5013,0,12,Federal-gov
55,6,99999,0,40,Private
39,6,0,1721,15,Self-emp-not-inc
20,10,0,0,33,Private
38,9,0,0,40,Private
30,10,0,0,40,Private
21,7,0,0,42,Private
60,9,0,0,30,Private
43,10,0,0,40,Private
36,9,0,0,45,Private
23,10,0,0,48,Private
57,10,7298,0,40,Local-gov
25,9,0,0,40,Local-gov
38,9,0,0,32,Private
22,9,0,0,35,Private
23,3,0,0,40,Private
61,9,0,0,44,Self-emp-not-inc
28,10,0,0,46,Private
21,10,0,0,25,Private
49,14,0,0,40,Private
37,8,0,0,35,Private
23,10,0,0,40,Private
38,10,3137,0,50,Self-emp-not-inc
34,13,0,0,46,Local-gov
21,9,0,0,40,Private
27,10,0,0,40,State-gov
57,9,0,0,84,Private
22,9,0,0,25,Private
20,10,0,0,35,Private
49,10,0,0,65,Self-emp-inc
38,9,0,0,40,Private
40,13,0,0,40,Private
44,9,0,1485,40,Private
37,10,0,0,20,Self-emp-not-inc
57,14,0,0,30,Private
56,4,0,0,30,Private
41,12,0,0,80,Private
50,9,0,0,60,Self-emp-not-inc
33,5,0,0,50,Private
29,14,0,0,20,Private
28,13,5178,0,40,Federal-gov
35,6,0,0,50,Private
36,9,0,0,40,Private
45,16,0,3004,35,Private
30,12,0,0,40,Self-emp-not-inc
35,9,0,0,60,Self-emp-inc
27,11,0,0,40,Private
22,9,0,0,40,Private
24,10,0,0,30,Private
47,13,0,0,50,Private
47,10,0,0,40,Private
18,7,0,0,15,Private
18,10,0,0,30,Private
31,9,0,0,47,Local-gov
43,14,0,0,30,Self-emp-not-inc
45,9,4064,0,40,Private
39,9,0,0,40,Private
30,13,0,0,50,Private
22,10,0,0,35,Private
30,9,0,0,85,Self-emp-not-inc
36,16,0,0,60,Private
20,12,0,0,30,State-gov
27,9,0,1902,45,Private
59,10,0,0,60,Local-gov
60,9,0,0,40,Private
43,13,0,0,40,Private
35,9,0,0,60,Private
40,13,0,0,50,Private
20,7,2961,0,35,Private
47,14,0,0,40,Private
40,12,0,0,50,Private
20,9,0,0,40,Private
25,10,0,0,40,Private
47,11,0,0,40,Private
29,12,0,0,40,Self-emp-not-inc
34,9,0,0,45,Private
45,13,0,0,40,State-gov
23,10,2597,0,50,Private
46,12,0,0,40,Private
41,10,0,0,38,State-gov
29,13,0,0,40,Private
17,7,0,0,20,Private
39,5,0,0,40,Private
37,9,0,0,40,Private
20,9,0,0,40,Private
52,11,0,0,40,Private
42,12,0,0,40,Local-gov
22,3,0,0,35,Private
66,10,0,0,55,State-gov
35,9,0,0,65,Private
40,12,0,0,40,Local-gov
21,9,0,0,38,Private
51,9,0,0,52,Local-gov
34,6,0,0,40,Private
24,9,0,0,40,Private
43,13,0,0,40,Private
34,13,0,0,40,Private
42,14,0,0,40,Local-gov
41,11,0,0,30,Private
21,9,0,0,40,Private
64,4,0,0,10,Local-gov
24,9,0,1974,40,Federal-gov
23,10,0,0,10,Private
29,9,0,0,50,Private
44,9,0,0,60,Self-emp-not-inc
28,13,0,0,55,Private
33,9,0,0,50,Self-emp-inc
35,10,0,0,40,Private
41,6,0,0,40,Private
42,13,0,0,40,Private
51,10,0,0,99,Self-emp-not-inc
32,7,0,0,40,Private
37,9,0,0,40,Private
18,7,0,0,25,Private
24,11,0,0,35,Private
45,10,0,0,40,Private
52,13,0,0,45,Federal-gov
35,9,0,0,40,Private
46,13,0,0,50,Self-emp-inc
63,9,0,0,50,Private
32,13,0,0,35,Local-gov
24,9,594,0,15,Private
29,13,0,0,40,Private
35,13,7688,0,50,Private
70,6,0,0,32,Private
36,9,0,0,30,Private
53,9,4386,0,30,Private
49,9,0,0,40,Local-gov
60,15,0,1902,40,Private
18,7,0,0,40,Private
21,10,0,0,35,Private
42,6,0,0,40,Private
25,14,0,0,37,State-gov
32,9,0,0,40,Private
47,13,7298,0,40,Private
30,11,0,0,40,Private
38,13,0,0,60,Self-emp-not-inc
34,9,0,2051,55,Private
37,12,0,0,30,Private
56,9,0,0,40,Private
52,11,0,0,40,State-gov
23,13,0,0,40,Private
29,9,0,0,42,State-gov
45,9,0,0,40,Private
23,13,0,0,40,Local-gov
45,14,0,0,65,Private
30,13,0,0,42,Private
