age,educational-num,hours-per-week,workclass
44,16,40,Private
68,14,20,Private
42,9,40,Private
24,9,37,Private
54,10,40,Private
22,10,40,Private
43,10,84,Self-emp-not-inc
17,5,35,Private
46,9,50,Self-emp-not-inc
59,10,40,Private
37,9,40,Private
57,9,30,Self-emp-inc
31,9,24,Private
23,9,40,Private
17,8,25,Private
63,1,30,Private
44,15,55,Private
30,15,60,Private
23,10,20,Private
44,14,60,Private
24,10,40,Private
34,10,20,Private
37,10,65,Private
24,7,40,Private
32,9,40,Private
42,9,25,Self-emp-not-inc
20,10,10,Private
34,10,40,State-gov
37,10,20,Private
47,9,40,Federal-gov
25,5,45,Private
36,9,65,Self-emp-not-inc
60,9,50,Private
64,9,10,Self-emp-inc
32,13,40,Local-gov
33,6,40,State-gov
71,13,14,Private
55,10,40,Local-gov
85,9,50,Self-emp-not-inc
39,15,67,Private
25,10,55,Private
58,10,40,Private
57,9,40,Private
30,11,36,Private
19,7,20,Private
40,10,40,Private
28,9,40,Private
43,13,40,Federal-gov
19,9,15,Private
24,9,38,Private
34,13,65,Private
22,9,40,Private
64,11,55,Self-emp-not-inc
26,7,40,Private
80,9,16,Private
79,16,40,Local-gov
58,13,40,Self-emp-not-inc
43,13,40,Private
46,9,25,Private
35,9,40,Private
51,11,40,Private
52,14,60,Local-gov
43,13,60,Self-emp-inc
68,10,45,Private
34,13,45,State-gov
37,13,40,Private
22,9,40,Private
32,9,55,Private
65,6,40,Self-emp-not-inc
28,10,60,Private
40,13,45,Self-emp-inc
40,7,40,Private
52,9,20,Private
35,10,60,Private
62,3,30,Self-emp-not-inc
49,11,45,Private
49,9,55,Private
47,13,40,Private
45,9,40,Private
37,2,77,Private
36,11,53,Local-gov
36,6,70,Private
44,13,50,Private
51,14,60,State-gov
25,10,40,State-gov
28,9,55,Self-emp-not-inc
57,9,32,Private
46,9,40,Private
59,6,45,Private
28,7,40,Private
25,9,40,Private
35,9,40,Private
27,12,45,Private
29,13,40,Private
43,9,40,Federal-gov
38,9,40,Federal-gov
26,10,40,Private
36,9,40,Private
37,10,40,Private
41,7,55,Private
44,11,40,Private
48,11,50,Self-emp-not-inc
35,9,35,Local-gov
43,13,42,Local-gov
57,13,40,Federal-gov
44,9,40,Local-gov
28,9,40,Private
55,6,40,Private
52,9,38,Private
30,9,40,Private
31,16,50,Private
50,15,45,Self-emp-inc
43,13,70,Self-emp-not-inc
33,9,50,Private
23,11,25,Federal-gov
35,13,65,Private
18,10,15,Private
33,13,70,Local-gov
30,13,45,Federal-gov
21,10,15,Private
36,13,35,Local-gov
38,10,40,Private
33,14,60,Private
24,11,45,Private
24,10,40,Private
39,10,30,Private
43,9,60,Private
43,13,21,Self-emp-not-inc
30,13,40,State-gov
25,7,40,Private
45,9,35,Private
73,13,40,Private
26,10,40,Private
24,9,45,Private
18,8,20,Private
35,13,35,Private
22,10,43,Private
28,10,40,Private
38,10,45,Private
40,9,40,Local-gov
32,10,84,Private
42,9,50,Private
31,9,35,State-gov
33,13,50,Private
54,13,65,Self-emp-not-inc
63,9,25,Private
67,13,30,Self-emp-not-inc
47,9,14,Private
67,13,35,Self-emp-inc
33,9,19,Private
33,9,80,Local-gov
25,13,40,Local-gov
25,10,40,Private
35,10,40,Private
54,9,40,Private
35,9,80,Self-emp-not-inc
18,7,12,Private
30,7,60,Private
29,6,48,Private
41,13,10,Private
40,12,40,Private
46,10,40,Private
39,12,45,Private
42,13,40,Private
49,13,50,Self-emp-not-inc
23,10,40,Private
34,4,40,Private
42,9,48,Self-emp-not-inc
31,10,50,Private
31,11,30,Private
90,14,40,Private
27,13,40,Self-emp-not-inc
30,9,50,Self-emp-not-inc
27,9,40,Local-gov
27,7,50,Self-emp-not-inc
28,9,40,Private
40,9,45,Private
43,14,37,Local-gov
26,9,50,Private
48,11,15,Self-emp-not-inc
41,12,40,Private
32,9,40,Private
23,9,40,Private
35,7,65,Private
42,10,50,Private
27,13,40,State-gov
34,9,40,Private
25,13,40,Private
46,13,45,Local-gov
34,10,40,Private
39,9,40,Private
25,13,40,Private
45,11,50,Private
46,13,40,Private
23,9,50,Private
37,10,40,Private
38,9,40,Self-emp-not-inc
35,10,40,Self-emp-not-inc
49,13,50,Self-emp-inc
37,12,13,Private
45,9,40,Private
71,8,40,Private
44,13,60,Private
38,11,40,Private
42,9,40,Local-gov
29,11,60,Private
48,7,40,Private
56,11,54,Self-emp-inc
32,9,40,Federal-gov
19,9,30,Private
57,10,35,Self-emp-not-inc
55,6,60,Private
66,13,50,Private
26,9,40,Private
58,11,40,Self-emp-inc
62,13,55,Private
31,13,40,Private
25,9,40,Private
38,13,56,Private
33,13,40,Private
51,10,40,Federal-gov
20,11,40,Private
40,9,40,Federal-gov
20,6,40,Private
41,10,25,Local-gov
44,8,40,Private
35,9,40,Private
35,9,60,Self-emp-not-inc
46,10,40,Federal-gov
24,10,17,Private
18,10,40,Private
37,9,40,Private
58,16,8,Private
55,11,40,Private
68,9,30,Private
41,13,40,Private
50,14,50,Private
48,9,40,Private
45,9,40,Private
43,10,40,Private
37,10,35,Private
43,13,45,Private
36,9,40,Private
60,9,30,Private
27,9,50,Private
36,13,50,Private
47,12,40,State-gov
33,10,80,Private
19,8,20,State-gov
33,13,35,Private
34,13,40,Private
33,9,40,Private
57,10,48,Private
59,14,45,Private
36,9,40,Private
60,12,40,Private
33,11,40,Local-gov
41,13,45,Private
20,10,10,Self-emp-not-inc
28,13,50,Local-gov
24,14,20,State-gov
31,8,60,Private
38,9,40,Private
40,13,45,Private
55,13,15,State-gov
49,9,50,Private
33,9,45,Private
24,13,35,Local-gov
46,13,48,Private
20,10,20,Private
50,3,40,Private
22,9,40,Private
32,10,35,Self-emp-inc
46,9,65,Private
39,10,62,Private
26,10,15,Private
20,10,14,Private
37,10,50,Self-emp-inc
40,10,24,Private
22,10,38,Private
32,13,40,Private
41,10,50,Private
24,12,40,Private
40,9,40,Private
37,15,39,State-gov
42,14,40,Private
56,5,40,Private
20,10,50,Private
55,9,40,Local-gov
29,9,40,Private
37,9,40,Private
61,13,60,Self-emp-not-inc
26,13,38,Private
49,10,55,Self-emp-inc
18,4,40,Local-gov
30,5,40,Private
24,9,40,State-gov
37,9,40,Private
37,9,40,Local-gov
36,10,65,Private
40,9,40,Private
44,9,55,Self-emp-not-inc
43,9,20,Self-emp-not-inc
19,10,35,Private
50,14,40,Private
39,9,50,Private
43,9,40,Private
43,9,40,Private
40,14,40,Private
31,10,40,State-gov
25,13,40,Private
30,13,40,Federal-gov
55,5,40,Private
55,4,75,Private
29,10,40,Private
28,13,60,Private
30,9,40,Private
33,9,55,Private
23,9,40,Private
71,7,75,Private
21,10,40,Private
49,9,40,Private
31,12,20,Private
27,12,40,Private
27,14,40,Private
26,10,20,Private
17,6,30,Private
26,10,50,Private
45,9,40,Private
50,9,40,Private
31,9,45,Private
51,12,40,Private
56,5,40,Private
24,13,35,State-gov
29,8,40,Private
26,10,24,Private
51,10,45,Private
32,9,40,Local-gov
47,13,40,State-gov
30,9,40,Private
49,10,40,Federal-gov
40,10,40,Private
62,9,40,Private
43,13,60,Self-emp-inc
76,3,20,Private
35,13,50,Private
27,9,40,Private
54,13,40,Self-emp-inc
55,9,40,Self-emp-not-inc
21,10,12,Private
20,10,20,Private
39,9,20,Private
26,13,64,Private
20,9,42,Private
28,9,60,Private
56,10,40,Federal-gov
39,8,40,Private
44,13,40,Federal-gov
55,9,40,Private
54,9,40,Self-emp-not-inc
30,13,45,Private
34,9,57,Local-gov
42,9,38,Private
50,10,75,Self-emp-inc
34,10,40,Federal-gov
23,11,33,Private
47,7,40,Private
57,3,40,Private
33,14,50,Private
37,9,48,Private
53,13,40,Private
27,13,40,State-gov
47,9,50,Private
42,12,50,Private
39,10,40,Private
58,13,40,Local-gov
20,9,24,Private
19,9,40,Private
39,9,35,Private
51,9,44,Private
52,9,40,Private
53,10,50,Private
50,10,40,Private
36,9,40,Private
30,13,72,Private
50,9,55,Private
76,4,40,Private
46,13,40,Self-emp-not-inc
24,10,40,Private
26,9,40,Private
56,15,50,Self-emp-not-inc
50,13,40,Private
22,10,40,Private
23,13,35,Local-gov
51,9,50,Private
58,6,40,Private
38,5,24,Private
45,10,40,Private
55,9,40,Self-emp-not-inc
45,10,60,Private
42,10,45,Private
44,13,46,State-gov
60,13,50,Private
27,10,40,Private
25,10,40,Local-gov
43,9,50,Private
44,11,40,Local-gov
63,4,41,Private
46,14,43,Local-gov
47,10,40,Private
37,10,40,Private
43,9,40,Private
46,14,35,Private
61,12,90,Self-emp-not-inc
53,9,40,Federal-gov
44,9,30,Private
54,9,45,Private
22,10,40,Private
47,9,50,Federal-gov
18,9,20,Private
25,6,40,Private
24,10,40,Private
37,13,40,Local-gov
51,10,40,Private
35,9,60,Self-emp-not-inc
59,10,34,Private
46,10,40,Private
45,11,60,Local-gov
19,9,15,Private
22,9,28,Private
41,13,40,Private
33,9,40,Self-emp-not-inc
26,9,40,Federal-gov
22,10,35,Private
29,9,65,Self-emp-not-inc
22,9,39,Private
34,12,10,Private
23,8,40,Private
20,9,50,Private
25,13,40,Private
59,9,40,Private
44,10,55,Private
55,10,40,Private
77,10,1,Self-emp-not-inc
42,14,40,Private
47,9,40,Private
42,10,40,Private
45,10,40,Private
23,9,40,Private
23,10,40,Private
52,9,40,Private
49,9,40,Private
20,10,40,Private
20,9,20,Private
23,9,45,Local-gov
30,10,65,Private
45,9,48,Private
30,15,35,Private
17,5,20,Private
22,9,40,Private
25,13,40,Private
52,10,55,Private
40,10,40,Private
58,9,45,Private
30,9,50,Private
59,6,40,Private
29,10,30,Private
26,11,40,Private
39,13,10,Local-gov
33,13,50,Private
22,10,24,Private
25,10,40,Private
44,10,40,Private
35,9,40,Private
40,9,40,Private
19,7,20,Private
37,9,35,Private
32,11,40,Private
52,9,65,Self-emp-not-inc
36,9,41,Private
38,10,40,Private
57,13,39,State-gov
22,10,15,State-gov
20,10,35,Private
40,7,36,Private
36,13,50,Self-emp-not-inc
27,9,40,Private
52,9,50,Private
43,9,44,Private
35,9,40,Private
29,9,40,Private
27,10,40,Private
49,14,40,Local-gov
26,10,30,Self-emp-not-inc
47,9,32,Private
20,10,40,Private
19,9,40,Private
34,14,50,Private
20,9,40,Private
23,7,35,Private
25,13,40,Private
21,9,36,Private
25,9,40,Private
63,10,32,State-gov
25,13,50,Private
28,9,40,Private
39,14,60,Private
28,10,40,Private
30,13,45,Private
41,11,40,Local-gov
52,12,30,Local-gov
36,9,40,Private
47,13,40,Private
27,5,50,Private
32,10,40,Federal-gov
52,9,45,Private
50,9,70,Private
21,10,30,Private
60,9,37,Private
47,7,36,Private
54,9,60,Self-emp-not-inc
32,14,50,Local-gov
61,10,40,Private
21,9,40,Private
29,10,45,Self-emp-not-inc
36,9,70,Local-gov
38,9,20,Local-gov
59,6,52,Private
43,10,40,Private
19,7,10,Private
42,13,40,Private
33,10,45,Private
47,9,40,Private
51,9,40,Private
28,10,40,Private
61,10,43,Private
23,13,60,Private
31,5,40,Private
38,7,55,Self-emp-not-inc
21,5,40,Private
22,9,50,Private
35,14,40,Private
53,13,48,Federal-gov
40,9,24,Private
36,9,50,Private
33,9,65,Self-emp-not-inc
23,9,50,Private
51,9,40,Local-gov
31,9,48,Private
28,9,40,Local-gov
26,13,40,Self-emp-not-inc
32,13,60,Private
43,13,45,Private
19,9,50,Private
46,7,40,Private
49,16,45,Local-gov
31,6,40,Private
45,13,40,Private
41,3,40,Private
22,10,15,Private
25,13,40,Private
46,15,50,Private
44,10,40,Self-emp-not-inc
25,9,40,Private
30,13,40,Private
54,13,60,Private
34,13,45,Private
30,13,55,Private
21,11,60,Private
27,13,40,Private
29,10,40,Private
60,10,40,Self-emp-inc
36,14,70,Self-emp-not-inc
27,14,40,Private
57,10,48,Self-emp-not-inc
24,2,5,Private
63,10,22,Private
29,13,40,Private
34,13,40,Private
27,9,40,Private
31,11,40,Private
31,13,40,Private
55,10,20,Private
64,9,99,Local-gov
20,9,35,Private
44,9,60,Self-emp-not-inc
35,7,50,Private
41,10,40,Local-gov
38,10,40,Private
64,13,45,State-gov
42,4,40,Private
31,10,50,Private
42,12,50,Self-emp-not-inc
35,12,35,Private
36,10,40,Federal-gov
23,8,30,Private
20,10,14,Private
26,13,40,Local-gov
56,13,65,Federal-gov
40,12,40,Private
19,7,24,Private
33,9,40,Private
45,12,40,Federal-gov
41,9,43,Private
29,9,40,Private
46,14,45,Local-gov
48,12,45,Private
38,9,45,Private
29,10,40,Private
35,9,40,Private
59,13,30,Local-gov
27,9,40,Private
43,10,40,Private
70,13,20,Private
30,9,45,Private
24,10,40,Private
76,9,15,Local-gov
25,9,40,Private
39,12,56,Private
36,13,40,Local-gov
23,8,40,Private
60,4,40,Private
54,2,40,Private
20,10,40,Private
22,9,40,Federal-gov
24,13,20,Private
41,9,40,Private
35,10,40,Private
23,3,55,Private
54,16,50,State-gov
17,7,16,Private
43,9,40,Private
33,8,42,Private
38,10,40,Federal-gov
54,9,45,Self-emp-not-inc
39,9,52,Private
32,10,40,Private
61,4,40,Local-gov
22,13,40,Private
34,9,40,Private
18,6,20,Private
20,9,25,Private
53,9,40,Federal-gov
32,10,40,Private
68,10,30,Self-emp-not-inc
28,10,15,Private
28,10,40,Private
54,10,56,Private
25,10,40,Private
30,14,50,Private
33,10,32,Private
49,13,40,Private
58,4,30,Private
45,11,24,Private
67,4,40,Private
69,9,40,Self-emp-inc
61,9,40,Private
34,10,40,Private
28,10,45,Private
19,9,34,Private
31,10,40,Self-emp-not-inc
32,10,40,Federal-gov
53,12,60,Private
46,9,37,Private
43,4,40,Self-emp-not-inc
39,10,99,Private
59,4,40,Private
19,10,38,Private
40,10,40,Private
63,6,50,Self-emp-inc
46,10,40,Private
22,6,40,Private
36,12,45,Private
57,10,40,Private
58,9,25,Private
59,10,35,Private
36,9,45,Private
29,14,45,Private
49,13,45,Self-emp-inc
42,12,55,Private
43,10,17,Local-gov
46,9,40,Private
43,10,12,Local-gov
40,12,40,Private
43,8,40,Private
48,9,32,Private
26,9,28,Private
30,11,35,Private
58,10,40,Private
43,9,40,Private
53,9,40,Local-gov
74,10,16,State-gov
45,13,40,Private
32,3,10,State-gov
38,10,40,Private
42,13,40,Self-emp-not-inc
24,10,40,Local-gov
63,9,35,Private
25,10,35,Local-gov
37,10,40,Private
28,9,40,Self-emp-not-inc
31,10,40,Private
46,15,50,Private
44,13,44,Private
42,14,40,Local-gov
45,16,40,Private
52,13,60,Private
40,13,40,Private
26,9,40,Private
17,6,14,Private
27,10,40,Private
71,10,50,Self-emp-inc
35,13,50,Private
17,6,16,Private
26,9,52,Private
22,10,35,Private
51,13,60,Private
33,10,40,Private
41,12,50,Local-gov
50,14,50,Private
26,9,40,Private
21,9,40,Private
53,9,40,Private
32,9,40,Self-emp-inc
19,10,20,Private
22,13,35,Private
58,9,60,Private
47,13,60,Federal-gov
51,10,45,Self-emp-inc
42,13,48,State-gov
28,13,40,Private
29,9,35,Private
50,9,50,Private
22,10,30,Private
47,10,45,Self-emp-not-inc
60,10,27,Private
46,9,40,Self-emp-not-inc
58,13,60,Self-emp-inc
62,10,40,Private
59,9,40,Private
41,9,40,Private
31,9,37,Private
18,9,40,Private
64,9,50,Self-emp-not-inc
51,9,65,Self-emp-not-inc
47,13,35,Self-emp-not-inc
68,13,35,Private
32,9,40,Private
39,5,43,Private
37,12,48,Private
29,9,40,Private
44,9,40,Private
46,15,40,Private
40,5,40,Self-emp-not-inc
52,13,40,Local-gov
40,13,40,Private
61,5,40,Private
30,9,50,Private
61,7,40,Self-emp-not-inc
33,11,84,Private
32,13,65,Local-gov
32,12,40,Private
32,13,35,Self-emp-not-inc
37,9,40,Private
53,7,45,Private
51,14,40,Self-emp-inc
29,11,45,Private
48,9,40,Private
69,9,40,Private
28,14,40,Private
55,13,40,Local-gov
45,11,40,Private
18,10,20,Private
60,4,40,Private
19,10,10,Private
18,7,25,Private
33,10,40,Private
33,10,40,Private
29,14,45,Private
37,10,45,Private
50,9,50,Private
28,6,35,Private
23,10,35,Private
47,4,40,Private
21,10,35,Private
19,10,12,Private
47,13,50,Local-gov
36,14,40,Federal-gov
62,13,60,Self-emp-inc
65,9,40,Private
46,15,45,Self-emp-not-inc
35,7,40,Private
50,5,40,Private
20,10,6,Private
17,7,16,Private
33,10,40,Private
53,13,50,Self-emp-not-inc
47,13,40,Self-emp-inc
62,14,35,Self-emp-inc
35,9,40,Private
27,13,43,Private
23,9,50,Private
27,14,45,Private
39,11,40,Private
25,13,38,Private
24,10,20,Private
23,9,40,Private
29,13,35,Private
30,13,38,Private
34,9,45,Private
32,6,40,Private
18,7,23,Private
20,11,35,Private
38,13,45,State-gov
18,8,20,Private
41,5,40,Private
21,11,50,Private
36,9,48,State-gov
61,10,30,Private
30,10,48,Private
26,10,40,Private
27,13,40,Private
45,9,45,Private
47,9,38,Private
29,9,55,Private
51,9,70,Self-emp-inc
34,12,60,Local-gov
42,9,45,Self-emp-not-inc
26,3,40,Private
20,10,15,State-gov
43,12,50,Private
20,10,20,Private
27,9,50,Private
46,10,40,Federal-gov
39,9,40,Private
33,10,49,Private
42,11,32,Private
23,9,25,Private
29,13,42,Private
27,9,60,Private
43,9,35,Self-emp-not-inc
23,10,40,Private
40,14,44,Local-gov
35,10,61,Local-gov
30,9,40,Private
59,7,40,Private
65,10,40,Self-emp-not-inc
28,14,60,Private
79,13,40,Private
43,14,35,Local-gov
54,4,40,Private
27,9,62,Private
30,13,35,Private
34,9,65,Private
18,7,3,Private
40,11,15,Self-emp-not-inc
28,5,40,Private
18,9,40,Private
46,10,40,Private
23,9,35,Private
41,14,40,Federal-gov
48,10,50,Private
29,13,50,Private
41,7,40,Private
41,5,40,Private
34,12,55,Private
49,12,50,Self-emp-not-inc
49,9,50,Private
30,9,40,Private
28,13,40,Private
62,13,40,State-gov
41,10,52,Private
20,10,40,Private
61,1,40,Private
30,13,60,Private
29,15,55,Federal-gov
50,14,45,Private
44,9,40,Federal-gov
25,13,45,Private
62,11,40,Private
57,10,40,Private
35,13,45,Private
26,13,40,Private
60,4,40,Private
22,10,40,Private
26,9,40,Private
26,10,20,Private
44,13,40,Private
32,13,40,Private
66,13,50,Self-emp-not-inc
24,1,30,Private
19,10,25,Private
54,13,50,Self-emp-inc
37,9,40,Private
38,13,50,Private
34,10,25,Private
35,9,15,Self-emp-not-inc
42,14,40,Federal-gov
47,13,40,Federal-gov
29,13,80,Self-emp-inc
34,9,40,Private
38,13,70,Self-emp-inc
62,9,40,Self-emp-inc
35,9,40,Private
37,9,40,Private
47,9,40,Private
37,10,40,Private
22,11,30,Private
60,7,40,Self-emp-inc
31,10,40,Private
63,9,40,Private
30,7,40,Private
40,15,40,Self-emp-inc
35,10,60,Self-emp-not-inc
50,10,40,Local-gov
18,10,10,Private
33,11,40,Private
59,4,70,Self-emp-not-inc
17,7,20,Private
47,9,40,Private
26,13,40,Private
32,10,40,Local-gov
55,9,40,Private
36,10,40,State-gov
54,9,40,Private
32,14,45,Private
52,16,40,Local-gov
39,9,28,Private
39,9,45,Federal-gov
59,9,50,Self-emp-not-inc
55,13,40,Federal-gov
54,9,60,Self-emp-not-inc
31,9,40,Private
30,9,40,Private
47,13,40,Federal-gov
31,12,40,Private
32,13,47,Self-emp-not-inc
33,11,40,Private
31,9,40,Private
32,9,40,Private
46,9,35,Private
29,9,20,Private
41,9,40,State-gov
39,9,60,Private
34,9,20,Private
23,13,24,Private
53,14,65,Self-emp-inc
45,9,40,Self-emp-not-inc
47,9,40,Private
42,14,35,Private
53,10,40,Private
38,9,55,Self-emp-inc
26,9,70,Private
18,7,20,Private
43,6,40,Private
26,13,32,Private
47,13,40,Private
26,11,65,Private
32,10,38,State-gov
48,16,55,Self-emp-inc
39,14,60,Private
58,13,40,Self-emp-inc
55,4,60,Self-emp-not-inc
40,9,55,Private
33,9,40,Private
74,16,25,Self-emp-not-inc
49,9,55,Self-emp-not-inc
56,7,65,Self-emp-not-inc
29,13,40,Private
25,12,48,Private
57,8,40,Private
29,9,40,Private
28,9,40,Private
59,9,40,Private
30,13,60,Private
19,10,20,Private
40,10,45,Private
28,10,40,Private
20,10,10,Private
58,13,35,Private
24,13,30,Federal-gov
31,9,45,Private
28,9,35,Self-emp-not-inc
41,9,45,Private
23,10,35,Federal-gov
46,9,43,Private
33,8,40,Private
34,10,50,Private
47,13,50,Local-gov
81,9,26,Private
45,9,40,Private
35,9,40,Private
59,13,50,Self-emp-not-inc
46,13,48,Local-gov
39,9,35,Private
23,10,40,Private
25,12,40,Private
37,2,40,Private
49,10,50,Self-emp-inc
25,9,48,Private
32,13,60,Private
34,10,40,Local-gov
40,13,40,Private
33,9,40,Private
31,13,43,Private
61,10,25,Private
22,9,40,Private
29,11,40,Private
37,9,40,Private
35,7,40,Private
52,14,60,Self-emp-inc
18,7,20,Private
37,6,48,Private
46,15,40,Private
47,13,40,Federal-gov
55,13,60,Private
25,10,50,Self-emp-inc
50,9,40,State-gov
18,8,20,Private
25,5,40,Private
23,13,40,Private
47,9,65,Self-emp-not-inc
37,9,40,Private
37,10,25,Private
19,7,25,Private
52,8,40,Local-gov
25,11,45,Self-emp-not-inc
21,9,40,Private
41,11,60,Self-emp-not-inc
55,9,40,Private
24,10,40,Private
41,13,38,Federal-gov
23,10,35,Private
33,9,40,Private
29,13,45,Private
50,10,40,State-gov
48,11,40,Private
19,10,10,Federal-gov
40,10,40,Private
30,9,70,Private
65,7,20,Private
44,13,48,Federal-gov
32,13,45,Private
41,10,65,Private
28,4,55,Private
44,11,48,Federal-gov
39,12,55,Local-gov
59,9,40,Private
31,14,60,Private
34,9,40,Private
20,9,40,Private
33,13,40,Private
52,16,65,Private
31,12,44,Private
39,9,43,Private
35,9,45,Private
37,9,40,Self-emp-not-inc
44,15,32,Self-emp-not-inc
28,12,65,Private
17,7,15,Private
23,13,60,Private
35,9,80,Private
19,10,20,Private
30,9,40,Private
27,13,40,Private
27,11,65,Private
37,9,45,Private
44,11,50,Private
34,13,55,Private
43,9,40,Private
41,9,40,Private
34,9,50,Self-emp-not-inc
23,10,45,Private
51,9,20,Private
24,12,40,Private
38,9,24,Self-emp-not-inc
24,9,40,Private
53,16,40,Self-emp-inc
33,10,56,Private
24,9,40,Private
45,14,40,Private
31,7,50,Private
38,10,47,Local-gov
28,13,50,Private
38,11,50,Private
25,13,50,Private
29,10,40,Private
29,9,50,Private
48,9,50,Private
24,11,40,Private
31,9,30,Private
36,10,45,Private
62,13,50,Private
25,13,40,Private
55,9,40,Private
21,10,40,Private
60,5,45,Private
41,12,40,Private
43,9,40,State-gov
30,9,40,Private
47,10,40,Private
50,9,40,Private
41,9,55,Self-emp-inc
23,9,40,Private
30,12,40,Private
35,9,40,Private
25,10,35,Private
61,15,20,Private
35,9,40,State-gov
35,9,40,Federal-gov
38,9,40,Private
27,11,40,Self-emp-not-inc
51,2,35,Private
55,12,40,Self-emp-not-inc
45,13,55,Private
33,11,40,Private
25,10,40,State-gov
52,16,38,Private
46,10,17,Private
34,10,20,Private
52,13,40,State-gov
47,10,40,Private
46,13,40,Private
36,10,60,Self-emp-inc
34,10,40,Private
36,9,65,Private
31,9,40,Private
31,9,40,Self-emp-not-inc
38,13,40,Local-gov
57,10,35,Local-gov
24,12,20,Private
37,9,45,Private
69,10,72,Self-emp-not-inc
39,14,40,Private
38,11,40,Private
34,9,40,State-gov
21,9,40,Private
21,10,20,Private
61,9,40,Private
35,9,45,Private
29,10,55,Private
41,9,45,Local-gov
52,14,40,Private
38,8,17,Private
51,9,50,Self-emp-not-inc
55,9,40,Private
20,10,40,Private
23,10,40,Private
24,12,40,Private
48,13,40,Private
22,9,40,Private
22,10,15,State-gov
28,10,40,Private
28,14,45,Private
34,13,55,Private
25,9,40,Private
48,9,50,Private
32,9,43,Local-gov
31,5,35,Private
56,10,35,Local-gov
22,11,75,Self-emp-not-inc
27,13,50,Private
27,9,40,Federal-gov
30,14,45,Local-gov
33,10,40,Private
50,13,43,Private
19,10,22,Private
42,9,40,Private
37,9,40,Federal-gov
26,9,40,Private
43,10,40,Private
47,9,40,Private
26,13,40,Private
24,10,40,Private
34,7,70,Private
33,9,45,Self-emp-not-inc
35,14,40,Private
57,9,50,Private
45,9,7,Private
42,10,40,Private
25,13,35,Private
56,9,40,Private
25,9,40,Private
23,13,50,Private
35,10,50,Local-gov
28,5,52,Private
41,12,60,Private
26,9,40,Private
37,9,30,Private
22,9,20,Private
30,13,40,Private
42,13,40,Private
38,11,30,Private
27,13,60,Private
43,9,40,Federal-gov
41,9,40,Private
25,9,40,Private
23,13,40,Private
68,13,40,Private
17,6,25,Private
45,13,40,Self-emp-not-inc
45,11,40,Private
30,10,40,Private
49,10,20,State-gov
42,10,45,Private
29,9,40,Private
21,10,40,Local-gov
20,10,19,Private
59,7,35,Private
26,6,55,Private
25,14,37,Private
33,9,55,Private
35,9,40,Private
45,9,40,Federal-gov
66,10,28,Private
33,12,36,Private
38,9,40,Private
72,9,12,Private
21,10,12,Private
39,10,60,Private
41,9,40,Private
22,10,12,Private
49,10,50,Self-emp-inc
24,13,32,Private
25,7,40,Private
26,10,40,Private
50,9,40,Private
23,9,40,Private
41,6,48,Private
60,9,40,Private
77,13,14,Local-gov
62,10,60,Private
22,10,35,Private
37,10,40,Private
17,7,10,Private
52,14,40,Federal-gov
31,9,35,Private
23,13,40,Federal-gov
27,9,50,Self-emp-inc
38,10,45,Self-emp-inc
23,6,40,Private
22,10,40,State-gov
61,9,40,Self-emp-not-inc
55,3,40,Private
23,10,40,Private
39,3,40,Private
38,16,50,Local-gov
25,10,40,Private
25,13,44,Private
66,10,24,Private
30,10,40,Private
32,9,40,Private
43,10,40,Private
18,4,30,Private
20,7,60,Private
20,9,45,Private
34,14,40,Private
33,12,40,Private
40,9,60,Private
33,9,60,Private
30,9,42,Private
41,1,30,Local-gov
20,10,12,Private
40,13,50,Self-emp-not-inc
44,13,40,Self-emp-not-inc
50,3,35,Private
30,9,25,Local-gov
45,10,40,Private
25,13,40,Private
25,10,40,Private
55,9,40,State-gov
26,10,30,Private
22,10,40,Private
41,9,40,Self-emp-not-inc
21,11,40,Private
39,9,40,Private
18,7,15,Private
60,7,40,Private
22,10,20,Private
39,10,40,Local-gov
34,9,40,Private
53,10,40,Private
27,9,60,Private
37,10,50,Private
25,9,50,Private
33,10,60,Private
34,13,55,State-gov
35,11,65,Private
51,10,45,Private
33,6,40,Private
57,9,60,Self-emp-not-inc
56,4,40,Private
34,13,85,Private
36,13,40,Private
46,9,40,Private
55,9,45,Private
88,15,40,Self-emp-not-inc
60,10,35,Self-emp-not-inc
40,14,20,Self-emp-not-inc
21,10,55,Private
46,9,36,Private
56,16,50,Private
36,9,60,Self-emp-not-inc
67,10,40,Self-emp-not-inc
35,10,60,Private
20,10,40,Private
34,9,40,Private
23,9,40,Private
19,10,15,Private
25,10,40,Private
53,9,40,Private
31,9,91,Self-emp-not-inc
33,4,40,Private
33,10,40,Federal-gov
45,15,36,Self-emp-inc
35,10,40,Private
36,7,40,Private
36,9,85,Private
51,9,30,Self-emp-not-inc
45,15,36,State-gov
24,3,40,Private
28,11,36,Private
63,7,22,Private
35,9,60,Private
25,13,40,Self-emp-not-inc
36,11,55,Private
44,9,30,Private
49,9,28,Self-emp-not-inc
52,2,40,Private
27,13,40,Private
35,10,40,Private
51,13,50,Private
35,13,40,Local-gov
28,10,40,Private
37,10,50,Private
65,13,40,Private
24,13,40,Private
30,12,40,Federal-gov
38,9,65,Private
58,9,55,Self-emp-not-inc
57,14,40,Private
40,13,45,Private
42,10,40,Private
31,9,40,Self-emp-not-inc
17,8,20,Private
42,10,40,Private
25,14,40,Private
40,10,40,Private
29,14,45,Private
31,13,40,Private
